# This document stores information about OSRS items that are
# not directly extractable from the OSRS Wiki. The purpose of
# the document is to aid item metadata extraction by normalizing
# item names
#
# The structure of the file is:
# itemID|itemName|normalizedName|statusCode
# 1) itemID is directly from the OSRS client cache
# 2) itemName is directly from the OSRS client cache
# 3) nomalizedName is the itemName normalized for the OSRS Wiki
# 4) statusCode documents specific item scenarios
#
# The specified statusCodes are:
# 0: no issue, normalized name used for direct Wiki query
# 1: invalid item (item has no name, or Null name)
# 2: unobtainable item (items that are no longer in game)
# 3: unusable item (things like board game pieces, puzzle box pieces)
# 4: item is not really an item (usually an item ID to link to an icon)
# 5: item has no dedicated, or related, page on OSRS wiki
# 6: equipable item bonuses extraction error
#
19|Holy grail|Holy grail (item)|0
20487|Decorative armour (broken)|Decorative armour (gold platelegs)|0
20488|Decorative armour (broken)|Decorative armour (gold platelegs)|0
20489|Decorative helm (broken)|Decorative helm (gold)|0
20490|Decorative helm (broken)|Decorative helm (gold)|0
20491|Decorative shield (broken)|Decorative shield (gold)|0
20492|Decorative shield (broken)|Decorative shield (gold)|0
20493|Decorative armour (broken)|Decorative armour (gold plateskirt)|0
20494|Decorative armour (broken)|Decorative armour (gold plateskirt)|0
20495|Decorative armour (broken)|Decorative armour (magic top)|0
20496|Decorative armour (broken)|Decorative armour (magic top)|0
20497|Decorative armour (broken)|Decorative armour (magic legs)|0
20498|Decorative armour (broken)|Decorative armour (magic legs)|0
20499|Decorative armour (broken)|Decorative armour (magic hat)|0
20500|Decorative armour (broken)|Decorative armour (magic hat)|0
20501|Decorative armour (broken)|Decorative armour (ranged top)|0
20502|Decorative armour (broken)|Decorative armour (ranged top)|0
20503|Decorative armour (broken)|Decorative armour (ranged legs)|0
20504|Decorative armour (broken)|Decorative armour (ranged legs)|0
20505|Decorative armour (broken)|Decorative armour (quiver)|0
20506|Decorative armour (broken)|Decorative armour (quiver)|0
20507|Fighter hat (broken)|Fighter hat|0
20508|Fighter hat (broken)|Fighter hat|0
20509|Ranger hat (broken)|Ranger hat|0
20510|Ranger hat (broken)|Ranger hat|0
20511|Healer hat (broken)|Healer hat|0
20512|Healer hat (broken)|Healer hat|0
20513|Fighter torso (broken)|Fighter torso|0
20514|Fighter torso (broken)|Fighter torso|0
20515|Penance skirt (broken)|Penance skirt|0
20516|Penance skirt (broken)|Penance skirt|0
20532|Stash units (easy)|None|4
20533|Stash units (medium)|None|4
20534|Stash units (hard)|None|4
20535|Stash units (elite)|None|4
20536|Stash units (master)|None|4
20537|Saradomin halo (broken)|Saradomin halo|0
20538|Saradomin halo (broken)|Saradomin halo|0
20539|Zamorak halo (broken)|Zamorak halo|0
20540|Zamorak halo (broken)|Zamorak halo|0
20541|Guthix halo (broken)|Guthix halo|0
20542|Guthix halo (broken)|Guthix halo|0
20548|Super energy(4)|Super energy|0
20549|Super energy(3)|Super energy|0
20550|Super energy(2)|Super energy|0
20551|Super energy(1)|Super energy|0
20562|Mystic hat|Mystic hat (blue)|0
20569|Null|None|1
20570|Null|None|1
20579|Mystic boots|Mystic boots (blue)|0
20601|Null|None|1
20602|Null|None|1
20603|Null|None|1
20604|Null|None|1
20605|Null|None|1
20606|Null|None|1
20619|Dark altar|Dark altar (Construction)|0
20635|Spirit tree|Spirit tree (Construction)|0
20636|Fairy ring|Fairy ring (Construction)|0
20653|Superior garden|None|4
20654|Achievement gallery|None|4
20655|Ring of suffering (r)|Ring of suffering|0
20656|Ring of suffering (r)|Ring of suffering|0
20657|Ring of suffering (ri)|Ring of suffering (i)|0
20658|Ring of suffering (ri)|Ring of suffering (i)|0
20699|Rejuvenation potion (4)|Rejuvenation potion|0
20700|Rejuvenation potion (3)|Rejuvenation potion|0
20701|Rejuvenation potion (2)|Rejuvenation potion|0
20702|Rejuvenation potion (1)|Rejuvenation potion|0
20716|Tome of fire (empty)|Tome of fire|0
20717|Tome of fire (empty)|Tome of fire|0
20762|Null|None|1
20763|Null|None|1
20770|Notes|Notes (Misthalin Mystery - 1)|0
20771|Notes|Notes (Misthalin Mystery - 2)|0
20772|Notes|Notes (Misthalin Mystery - 3)|0
20786|Ring of wealth (i5)|Ring of wealth (i)|0
20787|Ring of wealth (i4)|Ring of wealth (i)|0
20788|Ring of wealth (i3)|Ring of wealth (i)|0
20789|Ring of wealth (i2)|Ring of wealth (i)|0
20790|Ring of wealth (i1)|Ring of wealth (i)|0
20802|Null|None|1
20803|Null|None|1
20804|Null|None|1
20805|Null|None|1
20806|Null|None|1
20807|Null|None|1
20808|Null|None|1
20809|Null|None|1
20810|Null|None|1
20811|Null|None|1
20812|Null|None|1
20813|Null|None|1
20814|Null|None|1
20815|Null|None|1
20816|Null|None|1
20817|Null|None|1
20818|Null|None|1
20819|Null|None|1
20820|Null|None|1
20821|Null|None|1
20822|Null|None|1
20823|Null|None|1
20824|Null|None|1
20825|Null|None|1
20826|Null|None|1
20827|Null|None|1
20828|Null|None|1
20829|Null|None|1
20830|Null|None|1
20831|Null|None|1
20854|Burnt fish|Burnt fish (Chambers of Xeric)|0
20913|Elder (-)(1)|Elder (-)|0
20914|Elder (-)(2)|Elder (-)|0
20915|Elder (-)(3)|Elder (-)|0
20916|Elder (-)(4)|Elder (-)|0
20917|Elder potion (1)|Elder potion|0
20918|Elder potion (2)|Elder potion|0
20919|Elder potion (3)|Elder potion|0
20920|Elder potion (4)|Elder potion|0
20921|Elder (+)(1)|Elder (+)|0
20922|Elder (+)(2)|Elder (+)|0
20923|Elder (+)(3)|Elder (+)|0
20924|Elder (+)(4)|Elder (+)|0
20925|Twisted (-)(1)|Twisted (-)|0
20926|Twisted (-)(2)|Twisted (-)|0
20927|Twisted (-)(3)|Twisted (-)|0
20928|Twisted (-)(4)|Twisted (-)|0
20929|Twisted potion (1)|Twisted potion|0
20930|Twisted potion (2)|Twisted potion|0
20931|Twisted potion (3)|Twisted potion|0
20932|Twisted potion (4)|Twisted potion|0
20933|Twisted (+)(1)|Twisted (+)|0
20934|Twisted (+)(2)|Twisted (+)|0
20935|Twisted (+)(3)|Twisted (+)|0
20936|Twisted (+)(4)|Twisted (+)|0
20937|Kodai (-)(1)|Kodai (-)|0
20938|Kodai (-)(2)|Kodai (-)|0
20939|Kodai (-)(3)|Kodai (-)|0
20940|Kodai (-)(4)|Kodai (-)|0
20941|Kodai potion (1)|Kodai potion|0
20942|Kodai potion (2)|Kodai potion|0
20943|Kodai potion (3)|Kodai potion|0
20944|Kodai potion (4)|Kodai potion|0
20945|Kodai (+)(1)|Kodai (+)|0
20946|Kodai (+)(2)|Kodai (+)|0
20947|Kodai (+)(3)|Kodai (+)|0
20948|Kodai (+)(4)|Kodai (+)|0
20949|Revitalisation (-)(1)|Revitalisation (-)|0
20950|Revitalisation (-)(2)|Revitalisation (-)|0
20951|Revitalisation (-)(3)|Revitalisation (-)|0
20952|Revitalisation (-)(4)|Revitalisation (-)|0
20953|Revitalisation potion (1)|Revitalisation potion|0
20954|Revitalisation potion (2)|Revitalisation potion|0
20955|Revitalisation potion (3)|Revitalisation potion|0
20956|Revitalisation potion (4)|Revitalisation potion|0
20957|Revitalisation (+)(1)|Revitalisation (+)|0
20958|Revitalisation (+)(2)|Revitalisation (+)|0
20959|Revitalisation (+)(3)|Revitalisation (+)|0
20960|Revitalisation (+)(4)|Revitalisation (+)|0
20961|Prayer enhance (-)(1)|Prayer enhance (-)|0
20962|Prayer enhance (-)(2)|Prayer enhance (-)|0
20963|Prayer enhance (-)(3)|Prayer enhance (-)|0
20964|Prayer enhance (-)(4)|Prayer enhance (-)|0
20965|Prayer enhance (1)|Prayer enhance|0
20966|Prayer enhance (2)|Prayer enhance|0
20967|Prayer enhance (3)|Prayer enhance|0
20968|Prayer enhance (4)|Prayer enhance|0
20969|Prayer enhance (+)(1)|Prayer enhance (+)|0
20970|Prayer enhance (+)(2)|Prayer enhance (+)|0
20971|Prayer enhance (+)(3)|Prayer enhance (+)|0
20972|Prayer enhance (+)(4)|Prayer enhance (+)|0
20973|Xeric's aid (-)(1)|Xeric's aid (-)|0
20974|Xeric's aid (-)(2)|Xeric's aid (-)|0
20975|Xeric's aid (-)(3)|Xeric's aid (-)|0
20976|Xeric's aid (-)(4)|Xeric's aid (-)|0
20977|Xeric's aid (1)|Xeric's aid|0
20978|Xeric's aid (2)|Xeric's aid|0
20979|Xeric's aid (3)|Xeric's aid|0
20980|Xeric's aid (4)|Xeric's aid|0
20981|Xeric's aid (+)(1)|Xeric's aid (+)|0
20982|Xeric's aid (+)(2)|Xeric's aid (+)|0
20983|Xeric's aid (+)(3)|Xeric's aid (+)|0
20984|Xeric's aid (+)(4)|Xeric's aid (+)|0
20985|Overload (-)(1)|Overload (-)|0
20986|Overload (-)(2)|Overload (-)|0
20987|Overload (-)(3)|Overload (-)|0
20988|Overload (-)(4)|Overload (-)|0
20989|Overload (1)|Overload|0
20990|Overload (2)|Overload|0
20991|Overload (3)|Overload|0
20992|Overload (4)|Overload|0
20993|Overload (+)(1)|Overload (+)|0
20994|Overload (+)(2)|Overload (+)|0
20995|Overload (+)(3)|Overload (+)|0
20996|Overload (+)(4)|Overload (+)|0
21033|Infernal harpoon (uncharged)|Infernal harpoon|0
21056|Notes|Notes (Misthalin Mystery - 1)|0
21057|Notes|Notes (Misthalin Mystery - 2)|0
21058|Notes|Notes (Misthalin Mystery - 3)|0
21129|Ring of returning(5)|Ring of returning|0
21130|Ring of returning(5)|Ring of returning|0
21131|Ring of returning(5)|Ring of returning|0
21132|Ring of returning(4)|Ring of returning|0
21133|Ring of returning(4)|Ring of returning|0
21134|Ring of returning(3)|Ring of returning|0
21135|Ring of returning(3)|Ring of returning|0
21136|Ring of returning(2)|Ring of returning|0
21137|Ring of returning(2)|Ring of returning|0
21138|Ring of returning(1)|Ring of returning|0
21139|Ring of returning(1)|Ring of returning|0
21146|Necklace of passage(5)|Necklace of passage|0
21147|Necklace of passage(5)|Necklace of passage|0
21148|Necklace of passage(5)|Necklace of passage|0
21149|Necklace of passage(4)|Necklace of passage|0
21150|Necklace of passage(4)|Necklace of passage|0
21151|Necklace of passage(3)|Necklace of passage|0
21152|Necklace of passage(3)|Necklace of passage|0
21153|Necklace of passage(2)|Necklace of passage|0
21154|Necklace of passage(2)|Necklace of passage|0
21155|Necklace of passage(1)|Necklace of passage|0
21156|Necklace of passage(1)|Necklace of passage|0
21166|Burning amulet(5)|Burning amulet|0
21167|Burning amulet(5)|Burning amulet|0
21168|Burning amulet(5)|Burning amulet|0
21169|Burning amulet(4)|Burning amulet|0
21170|Burning amulet(4)|Burning amulet|0
21171|Burning amulet(3)|Burning amulet|0
21172|Burning amulet(3)|Burning amulet|0
21173|Burning amulet(2)|Burning amulet|0
21174|Burning amulet(2)|Burning amulet|0
21175|Burning amulet(1)|Burning amulet|0
21176|Burning amulet(1)|Burning amulet|0
21234|Salted chocolate mix|Salty chocolate mix|0
21250|Rock|None|4
21278|Tzhaar-hur|None|4
21287|Infernal cape (broken)|Infernal cape|0
21288|Infernal cape (broken)|Infernal cape|0
21289|Infernal max cape (broken)|Infernal max cape|0
21290|Infernal max cape (broken)|Infernal max cape|0
21320|Amethyst javelin(p)|Amethyst javelin|0
21321|Amethyst javelin(p)|Amethyst javelin|0
21322|Amethyst javelin(p+)|Amethyst javelin|0
21323|Amethyst javelin(p+)|Amethyst javelin|0
21324|Amethyst javelin(p++)|Amethyst javelin|0
21325|Amethyst javelin(p++)|Amethyst javelin|0
21332|Amethyst arrow(p)|Amethyst arrow|0
21333|Amethyst arrow(p)|Amethyst arrow|0
21334|Amethyst arrow(p+)|Amethyst arrow|0
21335|Amethyst arrow(p+)|Amethyst arrow|0
21336|Amethyst arrow(p++)|Amethyst arrow|0
21337|Amethyst arrow(p++)|Amethyst arrow|0
21387|Master scroll book (empty)|Master scroll book|0
21388|Master scroll book (empty)|Master scroll book|0
21391|Brutal black dragon|None|4
21396|Clan wars cape|None|2
21397|Clan wars cape|None|2
21398|Clan wars cape|None|2
21399|Clan wars cape|None|2
21400|Clan wars cape|None|2
21401|Clan wars cape|None|2
21402|Clan wars cape|None|2
21403|Clan wars cape|None|2
21404|Clan wars cape|None|2
21405|Clan wars cape|None|2
21406|Clan wars cape|None|2
21407|Clan wars cape|None|2
21408|Clan wars cape|None|2
21409|Clan wars cape|None|2
21410|Clan wars cape|None|2
21411|Clan wars cape|None|2
21412|Clan wars cape|None|2
21413|Clan wars cape|None|2
21414|Clan wars cape|None|2
21415|Clan wars cape|None|2
21416|Clan wars cape|None|2
21417|Clan wars cape|None|2
21418|Clan wars cape|None|2
21419|Clan wars cape|None|2
21420|Clan wars cape|None|2
21421|Clan wars cape|None|2
21422|Clan wars cape|None|2
21423|Clan wars cape|None|2
21424|Clan wars cape|None|2
21425|Clan wars cape|None|2
21426|Clan wars cape|None|2
21427|Clan wars cape|None|2
21428|Wilderness cape|Team-36 cape|0
21429|Wilderness cape|Team-46 cape|0
21430|Wilderness cape|Team-26 cape|0
21431|Wilderness cape|Team-6 cape|0
21432|Wilderness cape|Team-16 cape|0
21433|Wilderness champion amulet|None|5
21434|Wilderness cape|Team-36 cape|0
21435|Wilderness cape|Team-46 cape|0
21436|Wilderness cape|Team-26 cape|0
21437|Wilderness cape|Team-6 cape|0
21438|Wilderness cape|Team-16 cape|0
21441|Slayer ring (1)|Slayer ring|0
21442|Void seal(1)|Void seal|0
21443|Amulet of glory (t6)|Amulet of glory (t)|0
21444|Amulet of glory (t1)|Amulet of glory (t)|0
21445|Pharaoh's sceptre (1)|Pharaoh's sceptre|0
21447|Castle wars bracelet(1)|Castle wars bracelet|0
21448|Abyssal bracelet(1)|Abyssal bracelet|0
21449|Skills necklace(6)|Skills necklace|0
21450|Skills necklace(1)|Skills necklace|0
21451|Combat bracelet(6)|Combat bracelet|0
21452|Combat bracelet(1)|Combat bracelet|0
21453|Amulet of glory(1)|Amulet of glory|0
21454|Amulet of glory(6)|Amulet of glory|0
21455|Ring of dueling(1)|Ring of dueling|0
21456|Ring of wealth (5)|Ring of wealth|0
21457|Ring of wealth (1)|Ring of wealth|0
21458|Ring of wealth (i5)|Ring of wealth (i)|0
21459|Ring of wealth (i1)|Ring of wealth (i)|0
21460|Games necklace(1)|Games necklace|0
21461|Ring of returning(1)|Ring of returning|0
21462|Necklace of passage(1)|Necklace of passage|0
21463|Burning amulet(1)|Burning amulet|0
21465|Enchanted lyre(1)|Enchanted lyre|0
21466|Teleport crystal (1)|Teleport crystal|0
21468|Digsite pendant (1)|Digsite pendant|0
21473|Teak seedling (w)|Teak seedling|0
21474|Teak seedling (w)|Teak seedling|0
21475|Mahogany seedling (w)|Mahogany seedling|0
21476|Mahogany seedling (w)|Mahogany seedling|0
21507|Fossil island wyvern|None|4
21508|Fossil island wyvern|None|4
21511|Herbiboar|None|4
21687|Half a mushroom pie|Mushroom pie|0
21688|Half a mushroom pie|Mushroom pie|0
21689|Half a mushroom pie|Mushroom pie|0
21715|Note|Note (2017 Hallowe'en event)|0
21774|Letter|Letter (The Queen of Thieves)|0
21788|Obelisk|Obelisk (Construction)|0
21817|Bracelet of ethereum (uncharged)|Bracelet of ethereum|0
21818|Bracelet of ethereum (uncharged)|Bracelet of ethereum|0
21819|Bracelet of ethereum (uncharged)|Bracelet of ethereum|0
21826|Redundant hat|None|5
21829|Redundant top|None|5
21832|Redundant leggings|None|5
21911|Rune dragon|None|4
21914|Ava's assembler (broken)|Ava's assembler|0
21915|Ava's assembler (broken)|Ava's assembler|0
21916|Assembler max cape (broken)|Assembler max cape|0
21917|Assembler max cape (broken)|Assembler max cape|0
21924|Dragon bolts (p)|Dragon bolts|0
21925|Dragon bolts (p)|Dragon bolts|0
21926|Dragon bolts (p+)|Dragon bolts|0
21927|Dragon bolts (p+)|Dragon bolts|0
21928|Dragon bolts (p++)|Dragon bolts|0
21929|Dragon bolts (p++)|Dragon bolts|0
21978|Super antifire potion(4)|Super antifire potion|0
21979|Super antifire potion(4)|Super antifire potion|0
21980|Super antifire potion(4)|Super antifire potion|0
21981|Super antifire potion(3)|Super antifire potion|0
21982|Super antifire potion(3)|Super antifire potion|0
21983|Super antifire potion(3)|Super antifire potion|0
21984|Super antifire potion(2)|Super antifire potion|0
21985|Super antifire potion(2)|Super antifire potion|0
21986|Super antifire potion(2)|Super antifire potion|0
21987|Super antifire potion(1)|Super antifire potion|0
21988|Super antifire potion(1)|Super antifire potion|0
21989|Super antifire potion(1)|Super antifire potion|0
21994|Super antifire mix(2)|Super antifire mix|0
21995|Super antifire mix(2)|Super antifire mix|0
21996|Super antifire mix(2)|Super antifire mix|0
21997|Super antifire mix(1)|Super antifire mix|0
21998|Super antifire mix(1)|Super antifire mix|0
21999|Super antifire mix(1)|Super antifire mix|0
22051|Old notes|Old notes (Dragon Slayer II)|0
22052|Old notes|Old notes (Dragon Slayer II)|0
22053|Old notes|Old notes (Dragon Slayer II)|0
22054|Old notes|Old notes (Dragon Slayer II)|0
22055|Old notes|Old notes (Dragon Slayer II)|0
22056|Old notes|Old notes (Dragon Slayer II)|0
22057|Old notes|Old notes (Dragon Slayer II)|0
22058|Old notes|Old notes (Dragon Slayer II)|0
22059|Old notes|Old notes (Dragon Slayer II)|0
22060|Old notes|Old notes (Dragon Slayer II)|0
22061|Old notes|Old notes (Dragon Slayer II)|0
22062|Old notes|Old notes (Dragon Slayer II)|0
22063|Old notes|Old notes (Dragon Slayer II)|0
22064|Old notes|Old notes (Dragon Slayer II)|0
22065|Old notes|Old notes (Dragon Slayer II)|0
22066|Old notes|Old notes (Dragon Slayer II)|0
22067|Old notes|Old notes (Dragon Slayer II)|0
22068|Old notes|Old notes (Dragon Slayer II)|0
22069|Old notes|Old notes (Dragon Slayer II)|0
22070|Old notes|Old notes (Dragon Slayer II)|0
22071|Old notes|Old notes (Dragon Slayer II)|0
22072|Old notes|Old notes (Dragon Slayer II)|0
22073|Old notes|Old notes (Dragon Slayer II)|0
22074|Old notes|Old notes (Dragon Slayer II)|0
22075|Old notes|Old notes (Dragon Slayer II)|0
22076|Old notes|Old notes (Dragon Slayer II)|0
22077|Old notes|Old notes (Dragon Slayer II)|0
22078|Old notes|Old notes (Dragon Slayer II)|0
22159|Adamant heraldic helm|Adamant heraldic helm (Arrav)|0
22160|Adamant heraldic helm|Adamant heraldic helm (Arrav)|0
22161|Adamant heraldic helm|Adamant heraldic helm (Asgarnia)|0
22162|Adamant heraldic helm|Adamant heraldic helm (Asgarnia)|0
22163|Adamant heraldic helm|Adamant heraldic helm (Dorgeshuun)|0
22164|Adamant heraldic helm|Adamant heraldic helm (Dorgeshuun)|0
22165|Adamant heraldic helm|Adamant heraldic helm (Dragon)|0
22166|Adamant heraldic helm|Adamant heraldic helm (Dragon)|0
22167|Adamant heraldic helm|Adamant heraldic helm (Fairy)|0
22168|Adamant heraldic helm|Adamant heraldic helm (Fairy)|0
22169|Adamant heraldic helm|Adamant heraldic helm (Guthix)|0
22170|Adamant heraldic helm|Adamant heraldic helm (Guthix)|0
22171|Adamant heraldic helm|Adamant heraldic helm (HAM)|0
22172|Adamant heraldic helm|Adamant heraldic helm (HAM)|0
22173|Adamant heraldic helm|Adamant heraldic helm (Horse)|0
22174|Adamant heraldic helm|Adamant heraldic helm (Horse)|0
22175|Adamant heraldic helm|Adamant heraldic helm (Jogre)|0
22176|Adamant heraldic helm|Adamant heraldic helm (Jogre)|0
22177|Adamant heraldic helm|Adamant heraldic helm (Kandarin)|0
22178|Adamant heraldic helm|Adamant heraldic helm (Kandarin)|0
22179|Adamant heraldic helm|Adamant heraldic helm (Misthalin)|0
22180|Adamant heraldic helm|Adamant heraldic helm (Misthalin)|0
22181|Adamant heraldic helm|Adamant heraldic helm (Money)|0
22182|Adamant heraldic helm|Adamant heraldic helm (Money)|0
22183|Adamant heraldic helm|Adamant heraldic helm (Saradomin)|0
22184|Adamant heraldic helm|Adamant heraldic helm (Saradomin)|0
22185|Adamant heraldic helm|Adamant heraldic helm (Skull)|0
22186|Adamant heraldic helm|Adamant heraldic helm (Skull)|0
22187|Adamant heraldic helm|Adamant heraldic helm (Varrock)|0
22188|Adamant heraldic helm|Adamant heraldic helm (Varrock)|0
22189|Adamant heraldic helm|Adamant heraldic helm (Zamorak)|0
22190|Adamant heraldic helm|Adamant heraldic helm (Zamorak)|0
22191|Useful rock|None|4
22209|Extended super antifire(4)|Extended super antifire|0
22210|Extended super antifire(4)|Extended super antifire|0
22211|Extended super antifire(4)|Extended super antifire|0
22212|Extended super antifire(3)|Extended super antifire|0
22213|Extended super antifire(3)|Extended super antifire|0
22214|Extended super antifire(3)|Extended super antifire|0
22215|Extended super antifire(2)|Extended super antifire|0
22216|Extended super antifire(2)|Extended super antifire|0
22217|Extended super antifire(2)|Extended super antifire|0
22218|Extended super antifire(1)|Extended super antifire|0
22219|Extended super antifire(1)|Extended super antifire|0
22220|Extended super antifire(1)|Extended super antifire|0
22221|Extended super antifire mix(2)|Extended super antifire mix|0
22222|Extended super antifire mix(2)|Extended super antifire mix|0
22223|Extended super antifire mix(2)|Extended super antifire mix|0
22224|Extended super antifire mix(1)|Extended super antifire mix|0
22225|Extended super antifire mix(1)|Extended super antifire mix|0
22226|Extended super antifire mix(1)|Extended super antifire mix|0
22290|Uncharged trident (e)|Trident of the seas (e)|0
22291|Uncharged trident (e)|Trident of the seas (e)|0
22294|Uncharged toxic trident (e)|Trident of the swamp (e)|0
22295|Uncharged toxic trident (e)|Trident of the swamp (e)|0
22308|Null|None|1
22309|Null|None|1
22310|Null|None|1
22311|Null|None|1
22312|Null|None|1
22313|Null|None|1
22314|Null|None|1
22315|Null|None|1
22329|Null|None|1
22337|Null|None|1
22338|Null|None|1
22339|Null|None|1
22340|Null|None|1
22341|Null|None|1
22342|Null|None|1
22343|Null|None|1
22344|Null|None|1
22345|Null|None|1
22346|Null|None|1
22347|Null|None|1
22348|Null|None|1
22349|Null|None|1
22350|Null|None|1
